OrderID,OrderDate,Region,Category,Product,UnitPrice,Quantity,DiscountRate,GrossSales,NetSales,Cost,Profit,PaymentMethod,Month,MonthNum,Quarter
ORD-2025-1324,2025-08-22 18:16:30.825688,North,Home & Kitchen,Air Fryer,314.72,2,0.0,629.44,629.44,437.01,192.43,Credit Card,Aug,8,Q3
ORD-2025-1325,2025-07-19 10:56:56.847372,North,Sports & Outdoors,Yoga Mat,18.51,2,0.0,37.02,37.02,27.68,9.34,Debit Card,Jul,7,Q3
ORD-2025-1326,2025-01-02 12:25:49.291075,North,Apparel,Jeans,104.68,3,0.05,314.04,298.34,158.55,139.79,UPI / Wallet,Jan,1,Q1
ORD-2025-1327,2025-12-06 17:06:51.342785,West,Beauty & Care,Skincare Set,100.54,4,0.0,402.16,402.16,238.96,163.2,UPI / Wallet,Dec,12,Q4
ORD-2025-1328,2025-10-31 21:21:28.073394,North,Beauty & Care,Makeup Kit,113.85,3,0.15,341.55,290.32,189.88,100.44,UPI / Wallet,Oct,10,Q4
ORD-2025-1329,2025-01-09 19:17:45.888240,East,Apparel,Jacket,93.55,1,0.0,93.55,93.55,68.49,25.06,Credit Card,Jan,1,Q1
ORD-2025-1330,2025-01-30 18:02:06.105087,North,Sports & Outdoors,Yoga Mat,135.81,1,0.0,135.81,135.81,103.87,31.94,Credit Card,Jan,1,Q1
ORD-2025-1331,2025-03-14 20:39:25.971643,North,Home & Kitchen,Blender,282.3,2,0.05,564.6,536.37,354.38,181.99,Cash on Delivery,Mar,3,Q1
ORD-2025-1332,2025-07-14 14:22:19.115929,North,Home & Kitchen,Air Fryer,80.91,4,0.0,323.64,323.64,171.62,152.02,Debit Card,Jul,7,Q3
ORD-2025-1333,2025-03-18 12:05:24.270225,South,Beauty & Care,Skincare Set,25.06,5,0.0,125.3,125.3,89.8,35.5,Debit Card,Mar,3,Q1
ORD-2025-1334,2025-12-15 05:07:27.372810,East,Sports & Outdoors,Bicycle,105.74,5,0.1,528.7,475.83,349.18,126.65,Credit Card,Dec,12,Q4
ORD-2025-1335,2025-09-12 02:26:31.326105,South,Apparel,Sneakers,51.55,2,0.0,103.1,103.1,60.58,42.52,Credit Card,Sep,9,Q3
ORD-2025-1336,2025-06-11 19:28:34.428690,South,Beauty & Care,Skincare Set,87.24,1,0.05,87.24,82.88,62.02,20.86,Credit Card,Jun,6,Q2
ORD-2025-1337,2025-07-13 09:13:39.683069,South,Apparel,T-Shirt,37.59,3,0.0,112.77,112.77,76.06,36.71,Debit Card,Jul,7,Q3
ORD-2025-1338,2025-05-06 16:26:01.301084,North,Sports & Outdoors,Water Bottle,260.44,5,0.0,1302.2,1302.2,906.75,395.45,Credit Card,May,5,Q2
ORD-2025-1339,2025-04-14 05:15:51.793160,East,Apparel,Jeans,31.22,4,0.1,124.88,112.39,60.98,51.41,UPI / Wallet,Apr,4,Q2
ORD-2025-1340,2025-12-10 08:32:49.641367,North,Home & Kitchen,Cookware Set,81.87,2,0.1,163.74,147.37,114.71,32.66,Credit Card,Dec,12,Q4
ORD-2025-1341,2025-12-06 17:06:51.342785,North,Beauty & Care,Perfume,41.87,5,0.05,209.35,198.88,104.45,94.43,Credit Card,Dec,12,Q4
ORD-2025-1342,2025-04-12 16:50:02.502085,South,Apparel,Jacket,76.46,2,0.1,152.92,137.63,87.42,50.21,Debit Card,Apr,4,Q2
ORD-2025-1343,2025-10-07 21:45:29.274395,East,Electronics,Smartphone,567.78,5,0.0,2838.9,2838.9,2137.8,701.1,UPI / Wallet,Oct,10,Q4
ORD-2025-1344,2025-07-24 07:31:34.578815,West,Beauty & Care,Perfume,72.55,4,0.05,290.2,275.69,189.57,86.12,Debit Card,Jul,7,Q3
ORD-2025-1345,2025-02-14 15:03:09.157631,West,Home & Kitchen,Air Fryer,107.55,4,0.0,430.2,430.2,249.72,180.48,UPI / Wallet,Feb,2,Q1
ORD-2025-1346,2025-07-26 10:31:43.586321,South,Beauty & Care,Perfume,48.83,3,0.0,146.49,146.49,82.97,63.52,Credit Card,Jul,7,Q3
ORD-2025-1347,2025-01-25 21:27:28.373644,North,Sports & Outdoors,Bicycle,182.06,2,0.05,364.12,345.91,229.47,116.44,Credit Card,Jan,1,Q1
ORD-2025-1348,2025-07-14 07:05:09.257714,South,Home & Kitchen,Air Fryer,204.88,3,0.1,614.64,553.18,377.22,175.96,Credit Card,Jul,7,Q3
ORD-2025-1349,2025-08-03 00:40:50.041701,East,Sports & Outdoors,Water Bottle,316.64,5,0.0,1583.2,1583.2,852.98,730.22,Credit Card,Aug,8,Q3
ORD-2025-1350,2025-12-08 12:49:50.492076,North,Home & Kitchen,Blender,135.33,3,0.0,405.99,405.99,301.38,104.61,Cash on Delivery,Dec,12,Q4
ORD-2025-1351,2025-07-10 01:04:51.242702,South,Home & Kitchen,Blender,57.68,3,0.05,173.04,164.39,87.78,76.61,Credit Card,Jul,7,Q3
ORD-2025-1352,2025-05-10 07:51:59.599666,North,Beauty & Care,Perfume,74.48,3,0.15,223.44,189.92,91.36,98.56,UPI / Wallet,May,5,Q2
ORD-2025-1353,2025-07-17 15:13:57.698081,South,Sports & Outdoors,Yoga Mat,320.42,1,0.2,320.42,256.34,151.64,104.7,Cash on Delivery,Jul,7,Q3
ORD-2025-1354,2025-01-02 19:42:59.149291,South,Home & Kitchen,Cookware Set,77.34,2,0.1,154.68,139.21,89.09,50.12,Credit Card,Jan,1,Q1
ORD-2025-1355,2025-08-26 02:25:19.266055,North,Beauty & Care,Skincare Set,107.27,1,0.0,107.27,107.27,71.21,36.06,UPI / Wallet,Aug,8,Q3
ORD-2025-1356,2025-06-24 13:29:28.473728,South,Apparel,Sneakers,89.32,2,0.0,178.64,178.64,107.09,71.55,UPI / Wallet,Jun,6,Q2
ORD-2025-1357,2025-08-13 22:58:44.937447,West,Electronics,Laptop,320.66,4,0.05,1282.64,1218.51,732.85,485.66,Debit Card,Aug,8,Q3
ORD-2025-1358,2025-03-30 00:57:38.882402,North,Home & Kitchen,Cookware Set,215.41,4,0.15,861.64,732.39,448.58,283.81,Debit Card,Mar,3,Q1
ORD-2025-1359,2025-11-16 23:31:10.558799,East,Electronics,Headphones,1136.55,3,0.1,3409.65,3068.68,1550.49,1518.19,Credit Card,Nov,11,Q4
ORD-2025-1360,2025-12-04 21:23:52.193494,North,Sports & Outdoors,Yoga Mat,277.45,3,0.05,832.35,790.73,479.03,311.7,Cash on Delivery,Dec,12,Q4
ORD-2025-1361,2025-01-10 17:09:15.462885,North,Beauty & Care,Perfume,21.29,3,0.0,63.87,63.87,41.39,22.48,UPI / Wallet,Jan,1,Q1
ORD-2025-1362,2025-02-21 21:55:05.754795,North,Home & Kitchen,Air Fryer,107.06,2,0.0,214.12,214.12,154.2,59.92,Credit Card,Feb,2,Q1
ORD-2025-1363,2025-12-07 07:41:11.059216,East,Apparel,T-Shirt,97.25,4,0.0,389.0,389.0,301.75,87.25,UPI / Wallet,Dec,12,Q4
ORD-2025-1364,2025-10-17 07:37:34.879065,North,Sports & Outdoors,Bicycle,177.61,5,0.0,888.05,888.05,654.59,233.46,UPI / Wallet,Oct,10,Q4
ORD-2025-1365,2025-01-09 12:00:36.030025,South,Beauty & Care,Hair Dryer,47.06,4,0.0,188.24,188.24,145.37,42.87,UPI / Wallet,Jan,1,Q1
ORD-2025-1366,2025-11-12 10:13:42.685571,East,Electronics,Smartwatch,421.01,1,0.05,421.01,399.96,306.5,93.46,Cash on Delivery,Nov,11,Q4
ORD-2025-1367,2025-10-16 17:03:15.162635,South,Apparel,T-Shirt,148.46,3,0.05,445.38,423.11,237.52,185.59,Credit Card,Oct,10,Q4
ORD-2025-1368,2025-12-20 08:59:14.962468,North,Beauty & Care,Perfume,53.11,1,0.0,53.11,53.11,41.04,12.07,Credit Card,Dec,12,Q4
ORD-2025-1369,2025-09-04 19:34:34.728940,West,Home & Kitchen,Coffee Maker,137.76,1,0.0,137.76,137.76,81.93,55.83,Credit Card,Sep,9,Q3
ORD-2025-1370,2025-09-04 12:17:24.870725,South,Beauty & Care,Hair Dryer,104.38,2,0.15,208.76,177.45,94.19,83.26,Credit Card,Sep,9,Q3
ORD-2025-1371,2025-03-12 10:22:07.105921,East,Home & Kitchen,Air Fryer,100.38,4,0.05,401.52,381.44,202.25,179.19,Debit Card,Mar,3,Q1
ORD-2025-1372,2025-03-18 12:05:24.270225,North,Sports & Outdoors,Dumbbell Set,284.1,4,0.2,1136.4,909.12,672.23,236.89,UPI / Wallet,Mar,3,Q1
ORD-2025-1373,2025-05-15 11:43:47.189324,West,Beauty & Care,Hair Dryer,119.15,3,0.05,357.45,339.58,215.59,123.99,Credit Card,May,5,Q2
ORD-2025-1374,2025-12-25 12:51:02.552126,West,Apparel,Jeans,126.67,3,0.1,380.01,342.01,240.65,101.36,UPI / Wallet,Dec,12,Q4
ORD-2025-1375,2025-04-13 21:58:41.934945,East,Home & Kitchen,Blender,100.68,1,0.0,100.68,100.68,70.64,30.04,Credit Card,Apr,4,Q2
ORD-2025-1376,2025-01-09 04:43:26.171809,South,Electronics,Smartphone,156.79,2,0.15,313.58,266.54,193.96,72.58,UPI / Wallet,Jan,1,Q1
ORD-2025-1377,2025-02-14 00:28:49.441201,East,Beauty & Care,Skincare Set,47.55,3,0.05,142.65,135.52,92.86,42.66,UPI / Wallet,Feb,2,Q1
ORD-2025-1378,2025-08-08 04:32:37.631359,East,Home & Kitchen,Blender,123.33,2,0.0,246.66,246.66,148.44,98.22,UPI / Wallet,Aug,8,Q3
ORD-2025-1379,2025-11-28 19:40:35.029190,East,Home & Kitchen,Air Fryer,261.62,5,0.1,1308.1,1177.29,913.39,263.9,UPI / Wallet,Nov,11,Q4
ORD-2025-1380,2025-07-08 05:21:52.093411,East,Beauty & Care,Skincare Set,65.85,2,0.15,131.7,111.94,59.91,52.03,Credit Card,Jul,7,Q3
ORD-2025-1381,2025-12-06 09:49:41.484570,North,Home & Kitchen,Cookware Set,82.67,2,0.15,165.34,140.54,88.54,52.0,UPI / Wallet,Dec,12,Q4
ORD-2025-1382,2025-11-30 00:49:14.462051,West,Electronics,Smartwatch,687.83,5,0.15,3439.15,2923.28,2014.09,909.19,Debit Card,Nov,11,Q4
ORD-2025-1383,2025-08-11 19:58:35.929941,East,Apparel,T-Shirt,45.26,2,0.1,90.52,81.47,54.58,26.89,Credit Card,Aug,8,Q3
ORD-2025-1384,2025-09-26 16:10:24.520433,South,Sports & Outdoors,Bicycle,368.25,1,0.0,368.25,368.25,204.24,164.01,Debit Card,Sep,9,Q3
ORD-2025-1385,2025-02-25 06:03:54.195162,North,Home & Kitchen,Coffee Maker,284.27,3,0.0,852.81,852.81,584.1,268.71,Debit Card,Feb,2,Q1
ORD-2025-1386,2025-02-22 05:12:15.613010,West,Home & Kitchen,Coffee Maker,254.0,1,0.0,254.0,254.0,147.11,106.89,Credit Card,Feb,2,Q1
ORD-2025-1387,2025-12-12 11:32:58.648874,South,Beauty & Care,Hair Dryer,28.43,3,0.1,85.29,76.76,38.09,38.67,Credit Card,Dec,12,Q4
ORD-2025-1388,2025-11-25 11:31:46.588824,West,Sports & Outdoors,Yoga Mat,292.68,5,0.0,1463.4,1463.4,826.47,636.93,UPI / Wallet,Nov,11,Q4
ORD-2025-1389,2025-10-21 06:20:43.035863,South,Electronics,Headphones,1028.26,1,0.0,1028.26,1028.26,546.4,481.86,Debit Card,Oct,10,Q4
ORD-2025-1390,2025-04-23 15:07:57.397831,West,Home & Kitchen,Cookware Set,325.88,4,0.0,1303.52,1303.52,857.28,446.24,Debit Card,Apr,4,Q2
ORD-2025-1391,2025-12-01 13:15:03.753127,West,Apparel,T-Shirt,132.75,5,0.0,663.75,663.75,515.59,148.16,UPI / Wallet,Dec,12,Q4
ORD-2025-1392,2025-11-07 20:56:14.812343,North,Beauty & Care,Perfume,107.99,5,0.0,539.95,539.95,410.93,129.02,Credit Card,Nov,11,Q4
ORD-2025-1393,2025-04-27 21:08:15.412844,North,Electronics,Smartwatch,706.57,2,0.05,1413.14,1342.48,878.4,464.08,UPI / Wallet,Apr,4,Q2
ORD-2025-1394,2025-05-14 21:09:27.472894,North,Beauty & Care,Skincare Set,104.57,3,0.0,313.71,313.71,225.47,88.24,Credit Card,May,5,Q2
ORD-2025-1395,2025-03-22 03:31:22.568807,East,Apparel,Jeans,138.59,1,0.0,138.59,138.59,86.8,51.79,Credit Card,Mar,3,Q1
ORD-2025-1396,2025-01-18 14:35:31.776480,East,Beauty & Care,Perfume,43.27,2,0.0,86.54,86.54,51.28,35.26,Credit Card,Jan,1,Q1
ORD-2025-1397,2025-07-30 09:14:51.743119,South,Sports & Outdoors,Bicycle,19.31,2,0.05,38.62,36.69,28.2,8.49,Debit Card,Jul,7,Q3
ORD-2025-1398,2025-02-14 00:28:49.441201,West,Apparel,Jacket,86.79,1,0.0,86.79,86.79,57.19,29.6,Credit Card,Feb,2,Q1
ORD-2025-1399,2025-07-29 11:23:22.168473,North,Beauty & Care,Makeup Kit,33.7,3,0.0,101.1,101.1,76.99,24.11,Credit Card,Jul,7,Q3
ORD-2025-1400,2025-06-23 22:55:08.757297,South,Home & Kitchen,Cookware Set,206.48,2,0.0,412.96,412.96,285.18,127.78,Credit Card,Jun,6,Q2
ORD-2025-1401,2025-10-26 17:29:40.483736,West,Home & Kitchen,Cookware Set,46.43,5,0.05,232.15,220.54,166.87,53.67,Cash on Delivery,Oct,10,Q4
ORD-2025-1402,2025-03-08 04:21:49.090909,East,Beauty & Care,Hair Dryer,96.94,3,0.0,290.82,290.82,156.78,134.04,Cash on Delivery,Mar,3,Q1
ORD-2025-1403,2025-07-30 01:57:41.884904,North,Apparel,Sneakers,141.95,2,0.0,283.9,283.9,178.57,105.33,Debit Card,Jul,7,Q3
ORD-2025-1404,2025-08-31 13:34:16.713928,South,Electronics,Smartphone,274.13,2,0.0,548.26,548.26,384.73,163.53,Cash on Delivery,Aug,8,Q3
ORD-2025-1405,2025-12-07 00:24:01.201000,North,Sports & Outdoors,Bicycle,62.28,5,0.0,311.4,311.4,184.26,127.14,Credit Card,Dec,12,Q4
ORD-2025-1406,2025-06-15 10:54:32.727272,South,Electronics,Headphones,933.0,5,0.0,4665.0,4665.0,2749.11,1915.89,Credit Card,Jun,6,Q2
ORD-2025-1407,2025-06-26 16:29:37.481234,West,Beauty & Care,Skincare Set,43.75,4,0.05,175.0,166.25,94.96,71.29,Credit Card,Jun,6,Q2
ORD-2025-1408,2025-07-22 04:31:25.571309,East,Home & Kitchen,Coffee Maker,200.36,4,0.0,801.44,801.44,459.21,342.23,Credit Card,Jul,7,Q3
ORD-2025-1409,2025-01-23 03:52:59.649708,East,Home & Kitchen,Blender,85.62,5,0.1,428.1,385.29,254.61,130.68,Credit Card,Jan,1,Q1
ORD-2025-1410,2025-10-26 10:12:30.625521,South,Electronics,Laptop,319.78,5,0.05,1598.9,1518.96,941.2,577.76,Credit Card,Oct,10,Q4
ORD-2025-1411,2025-05-31 06:36:19.816513,South,Sports & Outdoors,Dumbbell Set,233.37,3,0.0,700.11,700.11,480.13,219.98,,May,5,Q2
ORD-2025-1412,2025-10-27 15:21:10.058381,North,Home & Kitchen,Coffee Maker,146.06,5,0.0,730.3,730.3,368.68,361.62,UPI / Wallet,Oct,10,Q4
ORD-2025-1413,2025-06-28 04:55:26.772310,West,Home & Kitchen,Air Fryer,345.59,4,0.1,1382.36,1244.12,655.01,589.11,Credit Card,Jun,6,Q2
ORD-2025-1414,2025-06-20 00:12:00.600500,North,Apparel,T-Shirt,80.33,3,0.0,240.99,240.99,144.85,96.14,UPI / Wallet,Jun,6,Q2
ORD-2025-1415,2025-12-14 07:15:57.798165,South,Home & Kitchen,Cookware Set,230.08,2,0.05,460.16,437.15,248.22,188.93,Credit Card,Dec,12,Q4
ORD-2025-1416,2025-07-04 21:13:03.653044,East,Sports & Outdoors,Water Bottle,160.14,1,0.1,160.14,144.13,88.61,55.52,Credit Card,Jul,7,Q3
ORD-2025-1417,2025-06-19 02:20:31.025854,East,Beauty & Care,Makeup Kit,54.16,5,0.15,270.8,230.18,171.3,58.88,Credit Card,Jun,6,Q2
ORD-2025-1418,2025-02-07 00:54:02.702251,East,Sports & Outdoors,Bicycle,385.36,5,0.1,1926.8,1734.12,911.69,822.43,Credit Card,Feb,2,Q1
ORD-2025-1419,2025-02-27 23:38:22.919099,West,Sports & Outdoors,Bicycle,240.36,5,0.1,1201.8,1081.62,615.12,466.5,Cash on Delivery,Feb,2,Q1
ORD-2025-1420,2025-09-28 19:10:33.527939,South,Apparel,T-Shirt,39.37,3,0.0,118.11,118.11,73.26,44.85,UPI / Wallet,Sep,9,Q3
ORD-2025-1421,2025-06-06 08:19:36.980817,North,Apparel,Sneakers,164.25,2,0.05,328.5,312.08,225.44,86.64,UPI / Wallet,Jun,6,Q2
ORD-2025-1422,2025-09-29 09:44:53.244370,North,Apparel,T-Shirt,46.14,4,0.0,184.56,184.56,119.8,64.76,UPI / Wallet,Sep,9,Q3
ORD-2025-1423,2025-10-25 12:21:01.050875,West,Beauty & Care,Perfume,48.79,5,0.0,243.95,243.95,165.67,78.28,Cash on Delivery,Oct,10,Q4
ORD-2025-1424,2025-04-25 10:50:56.547122,North,Home & Kitchen,Coffee Maker,248.55,1,0.0,248.55,248.55,157.82,90.73,Credit Card,Apr,4,Q2
ORD-2025-1425,2025-08-10 22:07:06.355296,North,Beauty & Care,Makeup Kit,57.8,1,0.0,57.8,57.8,44.45,13.35,Credit Card,Aug,8,Q3
ORD-2025-1426,2025-04-14 19:50:11.509591,North,Electronics,Laptop,413.43,5,0.05,2067.15,1963.79,1335.91,627.88,Credit Card,Apr,4,Q2
ORD-2025-1427,2025-04-04 12:06:36.330275,North,Beauty & Care,Skincare Set,80.08,4,0.1,320.32,288.29,165.61,122.68,Credit Card,Apr,4,Q2
ORD-2025-1428,2025-10-17 07:37:34.879065,East,Electronics,Smartwatch,1120.87,5,0.0,5604.35,5604.35,4000.97,1603.38,UPI / Wallet,Oct,10,Q4
ORD-2025-1429,2025-07-31 14:23:31.175979,South,Beauty & Care,Perfume,80.32,5,0.0,401.6,401.6,210.73,190.87,Credit Card,Jul,7,Q3
ORD-2025-1430,2025-12-23 09:50:53.544620,East,Beauty & Care,Skincare Set,109.92,5,0.0,549.6,549.6,289.37,260.23,UPI / Wallet,Dec,12,Q4
ORD-2025-1431,2025-11-19 17:05:39.282735,South,Home & Kitchen,Air Fryer,155.63,5,0.0,778.15,778.15,530.81,247.34,UPI / Wallet,Nov,11,Q4
ORD-2025-1432,2025-03-13 15:30:46.538782,South,Sports & Outdoors,Bicycle,366.73,2,0.0,733.46,733.46,474.0,259.46,Debit Card,Mar,3,Q1
ORD-2025-1433,2025-11-02 17:04:27.222685,North,Electronics,Smartwatch,573.18,2,0.1,1146.36,1031.72,513.38,518.34,UPI / Wallet,Nov,11,Q4
ORD-2025-1434,2025-06-28 19:29:46.488740,North,Beauty & Care,Skincare Set,112.94,1,0.0,112.94,112.94,77.58,35.36,Credit Card,Jun,6,Q2
ORD-2025-1435,2025-02-24 22:46:44.336947,North,Beauty & Care,Perfume,117.66,4,0.05,470.64,447.11,262.85,184.26,Debit Card,Feb,2,Q1
ORD-2025-1436,2025-10-12 18:20:07.005838,West,Electronics,Headphones,437.69,4,0.0,1750.76,1750.76,1334.89,415.87,Credit Card,Oct,10,Q4
ORD-2025-1437,2025-08-15 04:07:24.370308,South,Apparel,Jacket,33.9,1,0.0,33.9,33.9,18.35,15.55,Credit Card,Aug,8,Q3
ORD-2025-1438,2025-01-18 14:35:31.776480,South,Apparel,Jacket,127.51,3,0.05,382.53,363.4,190.04,173.36,UPI / Wallet,Jan,1,Q1
ORD-2025-1439,2025-05-24 14:18:42.935779,East,Sports & Outdoors,Bicycle,344.26,1,0.0,344.26,344.26,179.4,164.86,,May,5,Q2
ORD-2025-1440,2025-09-05 17:26:04.303586,North,Sports & Outdoors,Water Bottle,42.06,4,0.0,168.24,168.24,110.95,57.29,UPI / Wallet,Sep,9,Q3
ORD-2025-1441,2025-01-11 22:17:54.895746,West,Sports & Outdoors,Dumbbell Set,102.61,1,0.0,102.61,102.61,69.79,32.82,Cash on Delivery,Jan,1,Q1
ORD-2025-1442,2025-04-09 08:41:14.061718,North,Apparel,Jacket,163.13,3,0.05,489.39,464.92,345.25,119.67,Cash on Delivery,Apr,4,Q2
ORD-2025-1443,2025-12-01 05:57:53.894912,North,Sports & Outdoors,Yoga Mat,278.57,3,0.0,835.71,835.71,455.42,380.29,Credit Card,Dec,12,Q4
ORD-2025-1444,2025-11-05 03:21:46.088407,West,Sports & Outdoors,Bicycle,403.86,2,0.0,807.72,807.72,400.94,406.78,Credit Card,Nov,11,Q4
ORD-2025-1445,2025-10-26 02:55:20.767306,North,Electronics,Smartwatch,425.86,1,0.2,425.86,340.69,260.12,80.57,UPI / Wallet,Oct,10,Q4
ORD-2025-1446,2025-08-14 20:50:14.512093,South,Electronics,Headphones,525.64,3,0.0,1576.92,1576.92,1065.75,511.17,Debit Card,Aug,8,Q3
ORD-2025-1447,2025-06-04 05:19:27.973311,West,Home & Kitchen,Cookware Set,337.83,2,0.0,675.66,675.66,386.56,289.1,UPI / Wallet,Jun,6,Q2
ORD-2025-1448,2025-05-09 02:43:20.166805,West,Home & Kitchen,Air Fryer,92.44,4,0.1,369.76,332.78,253.67,79.11,Credit Card,May,5,Q2
ORD-2025-1449,2025-01-04 22:43:08.156797,North,Apparel,Jacket,45.67,1,0.0,45.67,45.67,29.71,15.96,Debit Card,Jan,1,Q1
ORD-2025-1450,2025-10-06 23:53:59.699749,South,Home & Kitchen,Coffee Maker,258.7,2,0.0,517.4,517.4,402.16,115.24,UPI / Wallet,Oct,10,Q4
ORD-2025-1451,2025-09-28 11:53:23.669724,South,Home & Kitchen,Cookware Set,216.45,2,0.0,432.9,432.9,325.66,107.24,UPI / Wallet,Sep,9,Q3
ORD-2025-1452,2025-06-04 19:53:47.689741,East,Electronics,Smartphone,280.64,4,0.0,1122.56,1122.56,576.21,546.35,Credit Card,Jun,6,Q2
ORD-2025-1453,2025-08-06 16:06:48.340283,East,Beauty & Care,Skincare Set,55.35,4,0.15,221.4,188.19,106.64,81.55,Credit Card,Aug,8,Q3
ORD-2025-1454,2025-04-26 01:25:16.263552,West,Apparel,Sneakers,114.36,3,0.05,343.08,325.93,245.56,80.37,UPI / Wallet,Apr,4,Q2
ORD-2025-1455,2025-08-04 05:49:29.474562,South,Sports & Outdoors,Dumbbell Set,196.57,3,0.15,589.71,501.25,289.15,212.1,Credit Card,Aug,8,Q3
ORD-2025-1456,2025-06-04 05:19:27.973311,North,Electronics,Headphones,416.68,3,0.0,1250.04,1250.04,711.01,539.03,Credit Card,Jun,6,Q2
ORD-2025-1457,2025-08-08 04:32:37.631359,North,Beauty & Care,Makeup Kit,26.8,4,0.0,107.2,107.2,80.67,26.53,UPI / Wallet,Aug,8,Q3
ORD-2025-1458,2025-12-20 08:59:14.962468,South,Electronics,Smartwatch,478.48,4,0.0,1913.92,1913.92,995.49,918.43,Credit Card,Dec,12,Q4
ORD-2025-1459,2025-12-10 01:15:39.783152,West,Home & Kitchen,Cookware Set,254.81,5,0.05,1274.05,1210.35,751.09,459.26,UPI / Wallet,Dec,12,Q4
ORD-2025-1460,2025-11-24 20:57:26.872393,East,Sports & Outdoors,Bicycle,262.65,2,0.1,525.3,472.77,305.7,167.07,Credit Card,Nov,11,Q4
ORD-2025-1461,2025-09-12 09:43:41.184320,North,Electronics,Headphones,679.34,1,0.0,679.34,679.34,496.55,182.79,Credit Card,Sep,9,Q3
ORD-2025-1462,2025-08-16 09:16:03.803169,East,Apparel,T-Shirt,42.66,4,0.0,170.64,170.64,91.8,78.84,Credit Card,Aug,8,Q3
ORD-2025-1463,2025-08-27 07:33:58.698915,East,Sports & Outdoors,Yoga Mat,315.86,2,0.0,631.72,631.72,473.18,158.54,UPI / Wallet,Aug,8,Q3
ORD-2025-1464,2025-06-05 17:45:17.264386,South,Electronics,Smartwatch,262.05,3,0.0,786.15,786.15,466.61,319.54,Credit Card,Jun,6,Q2
ORD-2025-1465,2025-06-21 05:20:40.033361,North,Sports & Outdoors,Bicycle,263.89,5,0.15,1319.45,1121.53,817.39,304.14,Credit Card,Jun,6,Q2
ORD-2025-1466,2025-09-29 02:27:43.386155,North,Sports & Outdoors,Water Bottle,192.43,2,0.0,384.86,384.86,205.3,179.56,UPI / Wallet,Sep,9,Q3
ORD-2025-1467,2025-05-16 09:35:16.763969,North,Beauty & Care,Hair Dryer,41.27,4,0.05,165.08,156.83,83.51,73.32,Debit Card,May,5,Q2
ORD-2025-1468,2025-03-11 12:30:37.531276,West,Apparel,Sneakers,106.42,2,0.05,212.84,202.2,108.16,94.04,UPI / Wallet,Mar,3,Q1
ORD-2025-1469,2025-03-19 02:39:43.986655,North,Sports & Outdoors,Dumbbell Set,326.35,5,0.0,1631.75,1631.75,1047.92,583.83,Credit Card,Mar,3,Q1
ORD-2025-1470,2025-05-13 16:00:48.040033,East,Apparel,Sneakers,46.27,5,0.0,231.35,231.35,136.66,94.69,Credit Card,May,5,Q2
ORD-2025-1471,2025-03-16 23:39:34.979149,North,Apparel,Sneakers,78.07,5,0.1,390.35,351.32,182.38,168.94,Credit Card,Mar,3,Q1
ORD-2025-1472,2025-06-16 08:46:02.301918,North,Electronics,Smartwatch,281.11,1,0.0,281.11,281.11,168.97,112.14,Credit Card,Jun,6,Q2
ORD-2025-1473,2025-10-27 15:21:10.058381,East,Sports & Outdoors,Yoga Mat,148.03,1,0.15,148.03,125.83,61.81,64.02,UPI / Wallet,Oct,10,Q4
ORD-2025-1474,2025-10-15 11:54:35.729774,South,Sports & Outdoors,Bicycle,302.27,2,0.0,604.54,604.54,335.97,268.57,Debit Card,Oct,10,Q4
ORD-2025-1475,2025-06-24 20:46:38.331943,North,Home & Kitchen,Blender,105.07,4,0.0,420.28,420.28,266.85,153.43,Credit Card,Jun,6,Q2
ORD-2025-1476,2025-06-13 15:11:33.577981,North,Home & Kitchen,Blender,217.92,2,0.0,435.84,435.84,281.38,154.46,Credit Card,Jun,6,Q2
ORD-2025-1477,2025-04-30 07:25:34.278565,North,Apparel,Jeans,33.59,1,0.15,33.59,28.55,21.38,7.17,UPI / Wallet,Apr,4,Q2
ORD-2025-1478,2025-10-31 14:04:18.215179,East,Beauty & Care,Makeup Kit,50.16,4,0.0,200.64,200.64,150.2,50.44,Credit Card,Oct,10,Q4
ORD-2025-1479,2025-04-03 21:32:16.613844,North,Home & Kitchen,Blender,91.72,2,0.0,183.44,183.44,122.95,60.49,Credit Card,Apr,4,Q2
ORD-2025-1480,2025-04-27 06:33:55.696413,North,Sports & Outdoors,Dumbbell Set,199.78,1,0.0,199.78,199.78,114.37,85.41,UPI / Wallet,Apr,4,Q2
ORD-2025-1481,2025-11-25 11:31:46.588824,East,Apparel,Jeans,162.49,2,0.0,324.98,324.98,192.0,132.98,Credit Card,Nov,11,Q4
ORD-2025-1482,2025-11-11 05:05:03.252710,South,Electronics,Smartphone,1132.99,1,0.0,1132.99,1132.99,586.09,546.9,Credit Card,Nov,11,Q4
ORD-2025-1483,2025-11-16 08:56:50.842368,East,Electronics,Headphones,481.51,1,0.1,481.51,433.36,307.46,125.9,UPI / Wallet,Nov,11,Q4
ORD-2025-1484,2025-07-09 17:47:41.384487,East,Sports & Outdoors,Dumbbell Set,106.97,4,0.0,427.88,427.88,246.6,181.28,Credit Card,Jul,7,Q3
ORD-2025-1485,2025-06-07 13:28:16.413678,South,Beauty & Care,Skincare Set,36.37,2,0.0,72.74,72.74,38.93,33.81,Credit Card,Jun,6,Q2
